qid,sentid,question,sentence text,label
1817,25,Is SUMOylation a post-translational modification in eukaryotes?,Group III metabotropic glutamate receptors (mGluRs) undergo post-translational modification by SUMO in in vitro assays but the SUMOylation of full-length mGluRs in mammalian cells has not been reported,0
1817,26,Is SUMOylation a post-translational modification in eukaryotes?,SUMOylation is a relevant protein post-translational modification in eukaryotes.,1
1817,27,Is SUMOylation a post-translational modification in eukaryotes?,"However, the effects of pathogenic bacteria on SUMOylation, an essential post-translational modification in eukaryotic cells, remain largely unknown.",0
1817,28,Is SUMOylation a post-translational modification in eukaryotes?,"A novel post-translational modification of nucleolin, SUMOylation at Lys-294, mediates arsenite-induced cell death by regulating gadd45� mRNA stability.",0
1817,29,Is SUMOylation a post-translational modification in eukaryotes?,Drosophila Bicoid is a substrate of sumoylation and its activator function is subject to inhibition by this post-translational modification.,0
1817,30,Is SUMOylation a post-translational modification in eukaryotes?,"Here, we demonstrate that SUMOylation of RelB might be one of these post-translational modifications rendering the function of the NF-�B transcription factor RelB.",0
1817,31,Is SUMOylation a post-translational modification in eukaryotes?,"In the last decade, SUMOylation has emerged as an essential post-translational modification in eukaryotes.",0
1817,32,Is SUMOylation a post-translational modification in eukaryotes?,"SUMOylation, the conjugation of target proteins with SUMO (small ubiquitin-related modifier), is a type of post-translational modification in eukaryotes and involves the sequential action of activation (E1), conjugation (E2) and ligation (E3) enzymes.",1
1817,33,Is SUMOylation a post-translational modification in eukaryotes?,"SUMOylation, the covalent attachment of a member of the small ubiquitin-like modifier (SUMO) family of proteins to lysines in target substrates, is an essential post-translational modification in eukaryotes.",0
1817,34,Is SUMOylation a post-translational modification in eukaryotes?,One way plants achieve this is through post-translational modification of target proteins by ubiquitination and SUMOylation.,0
1817,35,Is SUMOylation a post-translational modification in eukaryotes?,"The small ubiquitin-like modifier (SUMO) pathway in eukaryotes is an essential post-translational modification required for a variety of cellular processes, development and organelle biogenesis.",0
1817,36,Is SUMOylation a post-translational modification in eukaryotes?,Post-translational modification by SUMO is a highly conserved pathway in eukaryotes that plays very important regulatory roles in many cellular processes.,0
1817,37,Is SUMOylation a post-translational modification in eukaryotes?,"Many SUMOylated lysines have previously been reported to be ubiquitinated, acetylated or methylated, thus indicating cross-talk between SUMO and other post-translational modifications.",0
1817,38,Is SUMOylation a post-translational modification in eukaryotes?,"We identified 70 phosphorylation and four acetylation events in proximity to SUMOylation sites, and we provide evidence for acetylation-dependent SUMOylation of endogenous histone H3.",0
1817,39,Is SUMOylation a post-translational modification in eukaryotes?,"SUMOylation regulates target proteins involved in all nuclear processes including transcription, DNA repair, chromatin remodeling, precursor-mRNA splicing and ribosome assembly.",0
1817,40,Is SUMOylation a post-translational modification in eukaryotes?,SUMOylation is a reversible post-translational modification essential for genome stability.,0
1817,41,Is SUMOylation a post-translational modification in eukaryotes?,"Using high-resolution MS, we have studied global SUMOylation in human cells in a site-specific manner, identifying a total of>4,300 SUMOylation sites in>1,600 proteins.",0
1817,42,Is SUMOylation a post-translational modification in eukaryotes?,"We quantitatively studied SUMOylation dynamics in response to SUMO protease inhibition, proteasome inhibition and heat shock.",0
1817,43,Is SUMOylation a post-translational modification in eukaryotes?,"Many SUMOylated lysines have previously been reported to be ubiquitinated, acetylated or methylated, thus indicating cross-talk between SUMO and other post-translational modifications.",0
1817,44,Is SUMOylation a post-translational modification in eukaryotes?,"We identified 70 phosphorylation and four acetylation events in proximity to SUMOylation sites, and we provide evidence for acetylation-dependent SUMOylation of endogenous histone H3.",0
1817,45,Is SUMOylation a post-translational modification in eukaryotes?,Sumoylation is a post-translational modification shown to play a role in diverse biological processes.,0
1817,46,Is SUMOylation a post-translational modification in eukaryotes?,"Here, we demonstrate that sumoylation is essential for proper heterochromatin function in Drosophila through modification of SU(VAR)3-7.",0
1817,47,Is SUMOylation a post-translational modification in eukaryotes?,"Indeed, SU(VAR)3-7 is sumoylated at lysine K839; this modification is required for localization of SU(VAR)3-7 at pericentric heterochromatin, chromosome 4, and telomeres.",0
1817,48,Is SUMOylation a post-translational modification in eukaryotes?,Sumoylation is a post-translational modification shown to play a role in diverse biological processes.,0
1817,49,Is SUMOylation a post-translational modification in eukaryotes?,"Here, we demonstrate that sumoylation is essential for proper heterochromatin function in Drosophila through modification of SU(VAR)3-7.",0
1817,50,Is SUMOylation a post-translational modification in eukaryotes?,Our results suggest a new level of regulation of Sall activity in vivo during animal development through post-translational modification by sumoylation.,0
1817,51,Is SUMOylation a post-translational modification in eukaryotes?,"BACKGROUND: Small Ubiquitin-like MOdifier protein (SUMO) is a key regulator of nuclear functions but little is known regarding the role of the post-translational modification sumoylation outside of the nucleus, particularly in the Central Nervous System (CNS).METHODOLOGY/PRINCIPAL FINDINGS: Here, we report that the expression levels of SUMO-modified substrates as well as the components of the sumoylation machinery are temporally and spatially regulated in the developing rat brain.",0
1817,52,Is SUMOylation a post-translational modification in eukaryotes?,SUMOylation in Giardia lamblia: A Conserved Post-Translational Modification in One of the Earliest Divergent Eukaryotes.,0
1817,53,Is SUMOylation a post-translational modification in eukaryotes?,Identification of a novel post-translational modification in Plasmodium falciparum: protein sumoylation in different cellular compartments.,0
1817,54,Is SUMOylation a post-translational modification in eukaryotes?,"More recently, Akt has been identified as a substrate for many different post-translational modifications, including not only phosphorylation of other residues, but also acetylation, glycosylation, oxidation, ubiquitination and SUMOylation.",0
1049,0,Approximately how many recombination hotspots have been found in the yeast genome?,In the fission yeast genome DSBs are located within 194 prominent peaks separated on average by 65-kbp intervals of DNA that are largely free of DSBs,1
1049,1,Approximately how many recombination hotspots have been found in the yeast genome?,"Most meiotic recombination is positioned at hotspots, but knowledge of the mechanisms is nebulous",1
1049,2,Approximately how many recombination hotspots have been found in the yeast genome?,meiotic recombination is initiated by double-strand DNA breaks (DSBs) which occur at relatively high frequencies in some genomic regions (hotspots) and relatively low frequencies in others (coldspots),1
230,0,What are the functions of sorting nexin 27?,"Knockdown of SNX27 by siRNA in HEK293 cells raised MRP4 expression on the plasma membrane, increased the extrusion of 6-[(14)C]mercaptopurine, an MRP4 substrate, and conferred resistance against 6-[(14)C]mercaptopurine.",0
230,1,What are the functions of sorting nexin 27?,Sorting nexin 27 (SNX27) is a 62-kDa protein localized to early endosomes and known to regulate the intracellular trafficking of ion channels and receptors.,1
230,2,What are the functions of sorting nexin 27?,"Finally, migration assays revealed that depletion of SNX27 from HeLa and mouse principal kidney cortical collecting duct cells significantly decreases cell motility.",0
230,3,What are the functions of sorting nexin 27?,We propose a model by which SNX27 regulates trafficking of β-Pix to focal adhesions and thereby influences cell motility.,1
230,4,What are the functions of sorting nexin 27?,We found that SNX27a redirected part of 5-HT4(a)R to early endosomes.,0
230,5,What are the functions of sorting nexin 27?,"sorting nexin 27 (SNX27), a recently described member of a protein family involved in intracellular trafficking,",1
230,6,What are the functions of sorting nexin 27?,"SNX27 co-localized with transferrin receptor-positive vesicles, pointing to its participation in T cell endocytic recycling.",0
230,7,What are the functions of sorting nexin 27?,"This protein is a unique member of the sorting nexin family of proteins, a group generally involved in the endocytic and intracellular sorting machinery",1
230,8,What are the functions of sorting nexin 27?,"These previously unreported results indicate that SNX27 is a participant in NK cell polarization, as a mediator or target of the mechanism.",0
230,9,What are the functions of sorting nexin 27?,"Like most sorting nexins, SNX27 possesses a functional PX domain that selectively binds the membrane phospholipid phosphatidylinositol-3-phosphate (PI3P) and is important for trafficking to the early endosome.",0
230,10,What are the functions of sorting nexin 27?,"This is consistent with a role of SNX27 as a general regulator for sorting of membrane proteins containing a PDZ-binding motif, and its absence may alter the trafficking of these proteins, leading to growth and survival defects.",0
230,11,What are the functions of sorting nexin 27?,"Sorting nexin 27 (SNX27) belongs to the sorting nexin family of proteins, which participate in vesicular and protein trafficking.",1
